t,phase,agl,aglT,V,vs,pitch,bank,e,xt,s,thr,de,dr,flap,offtrack,above,rem,onG,x,z,hdotC,Vc,wK,thC
330.90,GOAROUND,70.99,71.29,31.89,2.36,9.7,-0.1,-4.2,0.6,747,0.75,0.035,0.018,0.00,,,,0,-1392,-1,4.48,30.1,1.00,0.187
331.00,GOAROUND,71.22,71.52,31.89,2.36,9.7,-0.1,-4.2,0.6,750,0.75,0.035,0.018,0.00,,,,0,-1395,-1,4.48,30.1,1.00,0.187
331.10,GOAROUND,71.46,71.74,31.89,2.36,9.7,-0.1,-4.2,0.6,753,0.75,0.035,0.019,0.00,,,,0,-1398,-1,4.48,30.1,1.00,0.187
331.20,GOAROUND,71.70,71.96,31.88,2.36,9.7,-0.1,-4.2,0.6,756,0.75,0.035,0.019,0.00,,,,0,-1401,-1,4.48,30.1,1.00,0.187
331.30,GOAROUND,71.93,72.18,31.88,2.36,9.7,-0.1,-4.2,0.6,759,0.75,0.035,0.019,0.00,,,,0,-1404,-1,4.48,30.1,1.00,0.187
331.40,GOAROUND,72.17,72.41,31.88,2.36,9.7,-0.1,-4.2,0.6,762,0.75,0.035,0.019,0.00,,,,0,-1407,-1,4.48,30.1,1.00,0.187
331.50,GOAROUND,72.40,72.63,31.88,2.36,9.7,-0.1,-4.2,0.6,765,0.75,0.035,0.019,0.00,,,,0,-1410,-1,4.48,30.1,1.00,0.187
331.60,GOAROUND,72.64,72.86,31.88,2.36,9.7,-0.1,-4.1,0.6,768,0.75,0.035,0.019,0.00,,,,0,-1413,-1,4.48,30.1,1.00,0.187
331.70,GOAROUND,72.87,73.08,31.88,2.36,9.7,-0.1,-4.1,0.6,770,0.75,0.035,0.019,0.00,,,,0,-1415,-1,4.48,30.1,1.00,0.187
331.80,GOAROUND,73.11,73.31,31.88,2.36,9.7,-0.1,-4.1,0.6,773,0.75,0.035,0.019,0.00,,,,0,-1418,-1,4.48,30.1,1.00,0.187
331.90,GOAROUND,73.35,73.54,31.88,2.36,9.7,-0.1,-4.1,0.6,776,0.75,0.035,0.019,0.00,,,,0,-1421,-1,4.48,30.1,1.00,0.187
332.00,GOAROUND,73.58,73.77,31.88,2.36,9.7,-0.1,-4.1,0.6,779,0.75,0.035,0.019,0.00,,,,0,-1424,-1,4.48,30.1,1.00,0.187
332.10,GOAROUND,73.82,74.00,31.87,2.36,9.7,-0.1,-4.1,0.6,782,0.75,0.035,0.019,0.00,,,,0,-1427,-1,4.48,30.1,1.00,0.187
332.20,GOAROUND,74.05,74.23,31.87,2.36,9.7,-0.1,-4.1,0.6,785,0.75,0.035,0.019,0.00,,,,0,-1430,-1,4.48,30.1,1.00,0.187
332.30,GOAROUND,74.29,74.46,31.87,2.37,9.7,-0.1,-4.1,0.6,788,0.75,0.035,0.019,0.00,,,,0,-1433,-1,4.48,30.1,1.00,0.187
332.40,GOAROUND,74.53,74.70,31.87,2.37,9.8,-0.1,-4.1,0.6,791,0.75,0.035,0.019,0.00,,,,0,-1436,-1,4.48,30.1,1.00,0.187
332.50,GOAROUND,74.76,74.93,31.87,2.37,9.8,-0.1,-4.1,0.6,794,0.75,0.035,0.019,0.00,,,,0,-1439,-1,4.48,30.1,1.00,0.187
332.60,GOAROUND,75.00,75.16,31.87,2.37,9.8,-0.1,-4.1,0.6,797,0.75,0.035,0.019,0.00,,,,0,-1442,-1,4.48,30.1,1.00,0.187
332.70,GOAROUND,75.24,75.40,31.87,2.37,9.8,-0.1,-4.1,0.6,800,0.75,0.035,0.019,0.00,,,,0,-1445,-1,4.48,30.1,1.00,0.187
332.80,GOAROUND,75.47,75.63,31.87,2.37,9.8,-0.1,-4.1,0.6,803,0.75,0.035,0.019,0.00,,,,0,-1448,-1,4.48,30.1,1.00,0.187
332.90,GOAROUND,75.71,75.86,31.87,2.38,9.8,-0.1,-4.1,0.6,805,0.75,0.035,0.019,0.00,,,,0,-1450,-1,4.48,30.1,1.00,0.187
333.00,GOAROUND,75.95,76.10,31.87,2.38,9.8,-0.1,-4.1,0.6,808,0.75,0.035,0.019,0.00,,,,0,-1453,-1,4.48,30.1,1.00,0.187
333.10,GOAROUND,76.19,76.33,31.86,2.38,9.8,-0.1,-4.1,0.6,811,0.75,0.035,0.019,0.00,,,,0,-1456,-1,4.48,30.1,1.00,0.187
333.20,GOAROUND,76.43,76.57,31.86,2.38,9.8,-0.1,-4.1,0.6,814,0.75,0.035,0.019,0.00,,,,0,-1459,-1,4.48,30.1,1.00,0.187
333.30,GOAROUND,76.67,76.80,31.86,2.39,9.8,-0.1,-4.1,0.6,817,0.75,0.035,0.019,0.00,,,,0,-1462,-1,4.48,30.1,1.00,0.187
333.40,GOAROUND,76.90,77.04,31.86,2.39,9.8,-0.1,-4.1,0.6,820,0.75,0.035,0.019,0.00,,,,0,-1465,-1,4.48,30.1,1.00,0.187
333.50,GOAROUND,77.14,77.27,31.86,2.39,9.8,-0.1,-4.1,0.5,823,0.75,0.035,0.019,0.00,,,,0,-1468,-1,4.48,30.1,1.00,0.187
333.60,GOAROUND,77.38,77.51,31.86,2.40,9.8,-0.1,-4.1,0.5,826,0.75,0.035,0.019,0.00,,,,0,-1471,-1,4.48,30.1,1.00,0.187
333.70,GOAROUND,77.62,77.74,31.86,2.40,9.8,-0.0,-4.0,0.5,829,0.75,0.035,0.019,0.00,,,,0,-1474,-1,4.48,30.1,1.00,0.187
333.80,GOAROUND,77.86,77.98,31.86,2.40,9.8,-0.0,-4.0,0.5,832,0.75,0.035,0.019,0.00,,,,0,-1477,-1,4.48,30.1,1.00,0.187
333.90,GOAROUND,78.10,78.22,31.85,2.41,9.8,-0.0,-4.0,0.5,835,0.75,0.035,0.019,0.00,,,,0,-1480,-1,4.48,30.1,1.00,0.187
334.00,GOAROUND,78.34,78.45,31.85,2.41,9.9,-0.0,-4.0,0.5,837,0.75,0.035,0.019,0.00,,,,0,-1482,-1,4.48,30.1,1.00,0.187
334.10,GOAROUND,78.59,78.69,31.85,2.41,9.9,-0.0,-4.0,0.5,840,0.75,0.035,0.019,0.00,,,,0,-1485,-1,4.48,30.1,1.00,0.187
334.20,GOAROUND,78.83,78.93,31.85,2.42,9.9,-0.0,-4.0,0.5,843,0.75,0.035,0.019,0.00,,,,0,-1488,-0,4.48,30.1,1.00,0.187
334.30,GOAROUND,79.07,79.17,31.85,2.42,9.9,-0.0,-4.0,0.5,846,0.76,0.035,0.019,0.00,,,,0,-1491,-0,4.48,30.1,1.00,0.187
334.40,GOAROUND,79.31,79.41,31.85,2.43,9.9,-0.0,-4.0,0.5,849,0.76,0.035,0.019,0.00,,,,0,-1494,-0,4.48,30.1,1.00,0.187
334.50,GOAROUND,79.55,79.65,31.84,2.43,9.9,-0.0,-4.0,0.5,852,0.76,0.034,0.019,0.00,,,,0,-1497,-0,4.48,30.1,1.00,0.187
334.60,GOAROUND,79.80,79.89,31.84,2.44,9.9,-0.0,-4.0,0.5,855,0.76,0.034,0.019,0.00,,,,0,-1500,-0,4.48,30.1,1.00,0.187
334.70,GOAROUND,80.04,80.13,31.84,2.44,9.9,-0.0,-4.0,0.5,858,0.76,0.034,0.019,0.00,,,,0,-1503,-0,4.48,30.1,1.00,0.187
334.80,GOAROUND,80.29,80.38,31.84,2.44,9.9,-0.0,-4.0,0.4,861,0.76,0.034,0.019,0.00,,,,0,-1506,-0,4.48,30.1,1.00,0.187
334.90,GOAROUND,80.53,80.62,31.84,2.45,9.9,0.0,-4.0,0.4,864,0.76,0.034,0.019,0.00,,,,0,-1509,-0,4.48,30.1,1.00,0.187
335.00,GOAROUND,80.77,80.87,31.83,2.45,9.9,0.0,-4.0,0.4,867,0.76,0.034,0.019,0.00,,,,0,-1512,-0,4.48,30.1,1.00,0.187
335.10,GOAROUND,81.02,81.11,31.83,2.46,10.0,0.0,-4.0,0.4,869,0.76,0.034,0.019,0.00,,,,0,-1514,-0,4.48,30.1,1.00,0.187
335.20,GOAROUND,81.27,81.36,31.83,2.46,10.0,0.0,-4.0,0.4,872,0.76,0.034,0.019,0.00,,,,0,-1517,-0,4.48,30.1,1.00,0.187
335.30,GOAROUND,81.51,81.61,31.83,2.47,10.0,0.0,-4.0,0.4,875,0.76,0.034,0.019,0.00,,,,0,-1520,-0,4.48,30.1,1.00,0.187
335.40,GOAROUND,81.76,81.86,31.82,2.47,10.0,0.0,-4.0,0.4,878,0.76,0.033,0.019,0.00,,,,0,-1523,-0,4.48,30.1,1.00,0.187
335.50,GOAROUND,82.01,82.11,31.82,2.48,10.0,0.0,-4.0,0.4,881,0.76,0.033,0.019,0.00,,,,0,-1526,-0,4.48,30.1,1.00,0.187
335.60,GOAROUND,82.26,82.36,31.82,2.48,10.0,0.0,-4.0,0.4,884,0.76,0.033,0.019,0.00,,,,0,-1529,-0,4.48,30.1,1.00,0.187
335.70,GOAROUND,82.50,82.61,31.82,2.49,10.0,0.0,-4.0,0.4,887,0.76,0.033,0.019,0.00,,,,0,-1532,-0,4.48,30.1,1.00,0.187
335.80,GOAROUND,82.75,82.86,31.81,2.49,10.0,0.0,-4.0,0.3,890,0.76,0.033,0.019,0.00,,,,0,-1535,-0,4.48,30.1,1.00,0.187
335.90,GOAROUND,83.00,83.11,31.81,2.50,10.0,0.0,-4.0,0.3,893,0.76,0.033,0.019,0.00,,,,0,-1538,-0,4.48,30.1,1.00,0.187
336.00,GOAROUND,83.25,83.36,31.81,2.51,10.1,0.0,-4.0,0.3,896,0.76,0.033,0.019,0.00,,,,0,-1541,-0,4.48,30.1,1.00,0.187
336.10,GOAROUND,83.50,83.61,31.81,2.51,10.1,0.1,-4.0,0.3,899,0.76,0.032,0.019,0.00,,,,0,-1544,-0,4.48,30.1,1.00,0.187
336.20,GOAROUND,83.75,83.87,31.80,2.52,10.1,0.1,-4.0,0.3,901,0.76,0.032,0.019,0.00,,,,0,-1546,-0,4.48,30.1,1.00,0.187
336.30,GOAROUND,84.01,84.12,31.80,2.52,10.1,0.1,-4.0,0.3,904,0.76,0.032,0.019,0.00,,,,0,-1549,-0,4.48,30.1,1.00,0.187
336.40,GOAROUND,84.26,84.38,31.80,2.53,10.1,0.1,-4.0,0.3,907,0.76,0.032,0.019,0.00,,,,0,-1552,-0,4.48,30.1,1.00,0.187
336.50,GOAROUND,84.51,84.63,31.79,2.54,10.1,0.1,-4.0,0.3,910,0.76,0.032,0.019,0.00,,,,0,-1555,-0,4.48,30.1,1.00,0.187
336.60,GOAROUND,84.77,84.89,31.79,2.54,10.1,0.1,-4.0,0.3,913,0.76,0.032,0.019,0.00,,,,0,-1558,-0,4.48,30.1,1.00,0.187
336.70,GOAROUND,85.02,85.14,31.79,2.55,10.2,0.1,-4.0,0.2,916,0.76,0.031,0.019,0.00,,,,0,-1561,-0,4.48,30.1,1.00,0.187
336.80,GOAROUND,85.28,85.40,31.78,2.55,10.2,0.1,-4.0,0.2,919,0.76,0.031,0.019,0.00,,,,0,-1564,-0,4.48,30.1,1.00,0.187
336.90,GOAROUND,85.53,85.65,31.78,2.56,10.2,0.1,-4.0,0.2,922,0.77,0.031,0.019,0.00,,,,0,-1567,-0,4.48,30.1,1.00,0.187
337.00,GOAROUND,85.79,85.91,31.78,2.57,10.2,0.1,-4.0,0.2,925,0.77,0.031,0.019,0.00,,,,0,-1570,-0,4.48,30.1,1.00,0.187
337.10,GOAROUND,86.04,86.17,31.77,2.57,10.2,0.1,-4.0,0.2,928,0.77,0.031,0.019,0.00,,,,0,-1573,-0,4.48,30.1,1.00,0.187
337.20,GOAROUND,86.30,86.43,31.77,2.58,10.2,0.1,-4.0,0.2,930,0.77,0.030,0.019,0.00,,,,0,-1575,-0,4.48,30.1,1.00,0.187
337.30,GOAROUND,86.56,86.69,31.76,2.59,10.2,0.1,-4.0,0.2,933,0.77,0.030,0.019,0.00,,,,0,-1578,-0,4.48,30.1,1.00,0.187
337.40,GOAROUND,86.82,86.95,31.76,2.60,10.3,0.1,-4.0,0.2,936,0.77,0.030,0.019,0.00,,,,0,-1581,-0,4.48,30.1,1.00,0.187
337.50,GOAROUND,87.08,87.21,31.76,2.60,10.3,0.1,-4.0,0.1,939,0.77,0.030,0.019,0.00,,,,0,-1584,-0,4.48,30.1,1.00,0.187
337.60,GOAROUND,87.34,87.47,31.75,2.61,10.3,0.1,-4.0,0.1,942,0.77,0.029,0.019,0.00,,,,0,-1587,-0,4.48,30.1,1.00,0.187
337.70,GOAROUND,87.60,87.73,31.75,2.62,10.3,0.1,-4.0,0.1,945,0.77,0.029,0.019,0.00,,,,0,-1590,-0,4.48,30.1,1.00,0.187
337.80,GOAROUND,87.86,88.00,31.74,2.62,10.3,0.1,-4.0,0.1,948,0.77,0.029,0.019,0.00,,,,0,-1593,-0,4.48,30.1,1.00,0.187
337.90,GOAROUND,88.13,88.26,31.74,2.63,10.3,0.1,-4.0,0.1,951,0.77,0.029,0.019,0.00,,,,0,-1596,-0,4.48,30.1,1.00,0.187
338.00,GOAROUND,88.39,88.53,31.73,2.64,10.4,0.1,-4.0,0.1,954,0.77,0.028,0.019,0.00,,,,0,-1599,-0,4.48,30.1,1.00,0.187
338.10,GOAROUND,88.65,88.79,31.73,2.65,10.4,0.1,-4.0,0.1,957,0.77,0.028,0.019,0.00,,,,0,-1602,-0,4.48,30.1,1.00,0.187
338.20,GOAROUND,88.92,89.06,31.73,2.66,10.4,0.1,-4.0,0.1,959,0.77,0.028,0.019,0.00,,,,0,-1604,-0,4.48,30.1,1.00,0.187
338.30,GOAROUND,89.18,89.33,31.72,2.66,10.4,0.1,-4.0,0.0,962,0.77,0.028,0.019,0.00,,,,0,-1607,-0,4.48,30.1,1.00,0.187
338.40,GOAROUND,89.45,89.60,31.72,2.67,10.4,0.2,-4.0,0.0,965,0.77,0.027,0.019,0.00,,,,0,-1610,-0,4.48,30.1,1.00,0.187
338.50,GOAROUND,89.72,89.86,31.71,2.68,10.4,0.2,-4.0,0.0,968,0.77,0.027,0.019,0.00,,,,0,-1613,-0,4.48,30.1,1.00,0.187
338.60,GOAROUND,89.99,90.14,31.71,2.69,10.5,0.2,-4.0,0.0,971,0.77,0.027,0.019,0.00,,,,0,-1616,-0,4.48,30.1,1.00,0.187
338.70,CROSSWIND,90.26,90.41,31.70,2.70,10.5,0.2,-51.6,-0.0,974,0.78,0.026,0.129,0.00,327,,750,0,-1619,0,4.48,30.1,1.00,0.187
338.80,CROSSWIND,90.53,90.68,31.69,2.71,10.5,0.0,-51.5,-0.0,977,0.78,0.026,0.250,0.00,324,,750,0,-1622,0,4.48,30.1,1.00,0.187
338.90,CROSSWIND,90.80,90.95,31.68,2.71,10.5,-0.4,-51.5,-0.0,980,0.78,0.023,0.225,0.00,321,,750,0,-1625,0,4.48,30.1,1.00,0.187
339.00,CROSSWIND,91.07,91.22,31.68,2.73,10.6,-1.1,-51.5,-0.0,983,0.78,0.019,0.094,0.00,318,,750,0,-1628,0,4.48,30.1,1.00,0.187
339.10,CROSSWIND,91.34,91.50,31.67,2.76,10.6,-2.1,-51.5,-0.0,985,0.78,0.022,-0.027,0.00,315,,750,0,-1630,0,4.48,30.1,1.00,0.187
339.20,CROSSWIND,91.62,91.78,31.66,2.78,10.6,-3.1,-51.5,-0.0,988,0.78,0.028,-0.065,0.00,312,,750,0,-1633,0,4.48,30.1,1.00,0.187
339.30,CROSSWIND,91.90,92.06,31.65,2.80,10.6,-4.1,-51.6,-0.1,991,0.78,0.029,-0.091,0.00,309,,750,0,-1636,0,4.48,30.1,1.00,0.187
339.40,CROSSWIND,92.18,92.34,31.64,2.81,10.6,-5.2,-51.6,-0.1,994,0.78,0.027,-0.110,0.00,307,,750,0,-1639,0,4.48,30.1,1.00,0.187
339.50,CROSSWIND,92.46,92.62,31.63,2.82,10.6,-6.2,-51.7,-0.2,997,0.78,0.022,-0.122,0.00,304,,750,0,-1642,0,4.48,30.1,1.00,0.187
339.60,CROSSWIND,92.74,92.91,31.62,2.83,10.7,-7.2,-51.7,-0.2,1000,0.79,0.020,-0.129,0.00,301,,750,0,-1645,0,4.48,30.1,1.00,0.187
339.70,CROSSWIND,93.03,93.19,31.61,2.81,10.7,-8.2,-51.7,-0.3,1003,0.79,0.020,-0.129,0.00,298,,750,0,-1648,0,4.48,30.1,1.00,0.187
339.80,CROSSWIND,93.31,93.47,31.61,2.78,10.8,-9.1,-51.8,-0.4,1006,0.79,0.018,-0.125,0.00,295,,750,0,-1651,0,4.48,30.1,1.00,0.187
339.90,CROSSWIND,93.58,93.75,31.61,2.72,10.8,-10.1,-51.8,-0.5,1009,0.79,0.015,-0.123,0.00,292,,750,0,-1654,0,4.48,30.1,1.00,0.187
340.00,CROSSWIND,93.85,94.02,31.61,2.66,10.9,-10.6,-51.7,-0.6,1011,0.79,0.012,-0.109,0.00,289,,750,0,-1656,1,4.48,30.1,1.00,0.187
340.10,CROSSWIND,94.12,94.28,31.61,2.58,11.0,-10.9,-51.7,-0.7,1014,0.79,0.014,-0.086,0.00,286,,750,0,-1659,1,4.48,30.1,1.00,0.187
340.20,CROSSWIND,94.37,94.54,31.62,2.49,11.0,-11.0,-51.7,-0.9,1017,0.80,0.021,-0.059,0.00,284,,750,0,-1662,1,4.48,30.1,1.00,0.187
340.30,CROSSWIND,94.62,94.78,31.63,2.40,10.9,-11.3,-51.6,-1.0,1020,0.80,0.026,-0.028,0.00,281,,749,0,-1665,1,4.48,30.1,1.00,0.187
340.40,CROSSWIND,94.85,95.02,31.64,2.30,10.9,-11.9,-51.5,-1.2,1023,0.80,0.027,0.001,0.00,278,,749,0,-1668,1,4.48,30.1,1.00,0.187
340.50,CROSSWIND,95.08,95.25,31.65,2.21,10.9,-12.7,-51.5,-1.4,1026,0.80,0.026,0.023,0.00,275,,749,0,-1671,1,4.48,30.1,1.00,0.187
340.60,CROSSWIND,95.30,95.46,31.66,2.13,10.8,-13.5,-51.4,-1.6,1029,0.80,0.031,0.043,0.00,272,,749,0,-1674,2,4.48,30.1,1.00,0.187
340.70,CROSSWIND,95.51,95.68,31.68,2.07,10.7,-14.2,-51.4,-1.8,1032,0.80,0.042,0.060,0.00,269,,749,0,-1677,2,4.48,30.1,1.00,0.187
340.80,CROSSWIND,95.71,95.88,31.70,2.01,10.5,-14.9,-51.3,-2.0,1035,0.80,0.052,0.073,0.00,266,,748,0,-1680,2,4.48,30.1,1.00,0.187
340.90,CROSSWIND,95.91,96.08,31.72,1.97,10.3,-15.6,-51.3,-2.2,1037,0.80,0.059,0.081,0.00,263,,748,0,-1682,2,4.48,30.1,1.00,0.187
341.00,CROSSWIND,96.11,96.27,31.73,1.95,10.1,-16.3,-51.3,-2.5,1040,0.80,0.060,0.084,0.00,260,,748,0,-1685,2,4.48,30.1,1.00,0.187
341.10,CROSSWIND,96.30,96.47,31.75,1.96,9.9,-16.9,-51.3,-2.8,1043,0.80,0.065,0.081,0.00,257,,748,0,-1688,3,4.48,30.1,1.00,0.187
341.20,CROSSWIND,96.50,96.66,31.77,1.98,9.7,-17.6,-51.3,-3.1,1046,0.80,0.070,0.073,0.00,255,,747,0,-1691,3,4.48,30.1,1.00,0.187
341.30,CROSSWIND,96.70,96.86,31.78,2.01,9.5,-18.2,-51.3,-3.4,1049,0.79,0.074,0.060,0.00,252,,747,0,-1694,3,4.48,30.1,1.00,0.187
341.40,CROSSWIND,96.90,97.06,31.79,2.05,9.3,-18.8,-51.3,-3.8,1052,0.79,0.076,0.044,0.00,249,,747,0,-1697,4,4.48,30.1,1.00,0.187
341.50,CROSSWIND,97.11,97.27,31.80,2.09,9.2,-19.3,-51.3,-4.2,1055,0.79,0.073,0.026,0.00,246,,746,0,-1700,4,4.48,30.1,1.00,0.187
341.60,CROSSWIND,97.32,97.48,31.81,2.15,9.1,-19.7,-51.4,-4.6,1058,0.78,0.067,0.007,0.00,243,,746,0,-1703,5,4.48,30.1,1.00,0.187
341.70,CROSSWIND,97.53,97.69,31.81,2.20,9.0,-20.1,-51.4,-5.1,1061,0.78,0.064,-0.012,0.00,240,,745,0,-1706,5,4.48,30.1,1.00,0.187
341.80,CROSSWIND,97.76,97.91,31.81,2.23,9.0,-20.3,-51.5,-5.6,1064,0.78,0.062,-0.030,0.00,237,,745,0,-1709,6,4.48,30.1,1.00,0.187
341.90,CROSSWIND,97.98,98.14,31.81,2.26,9.0,-20.5,-51.5,-6.2,1067,0.78,0.057,-0.046,0.00,234,,744,0,-1712,6,4.48,30.1,1.00,0.187
342.00,CROSSWIND,98.21,98.36,31.81,2.26,9.0,-20.6,-51.6,-6.8,1069,0.78,0.052,-0.057,0.00,231,,744,0,-1714,7,4.48,30.1,1.00,0.187
342.10,CROSSWIND,98.43,98.59,31.82,2.25,9.1,-20.6,-51.6,-7.5,1072,0.78,0.046,-0.065,0.00,228,,743,0,-1717,7,4.48,30.1,1.00,0.187
342.20,CROSSWIND,98.65,98.81,31.82,2.22,9.2,-20.6,-51.6,-8.2,1075,0.78,0.041,-0.069,0.00,225,,742,0,-1720,8,4.48,30.1,1.00,0.187
342.30,CROSSWIND,98.88,99.03,31.83,2.17,9.2,-20.5,-51.6,-8.9,1078,0.78,0.042,-0.068,0.00,223,,742,0,-1723,9,4.48,30.1,1.00,0.187
342.40,CROSSWIND,99.09,99.25,31.84,2.10,9.3,-20.3,-51.6,-9.6,1081,0.78,0.043,-0.062,0.00,220,,741,0,-1726,10,4.48,30.1,1.00,0.187
342.50,CROSSWIND,99.30,99.46,31.86,2.01,9.3,-20.1,-51.6,-10.4,1084,0.78,0.042,-0.053,0.00,217,,740,0,-1729,10,4.48,30.1,1.00,0.187
342.60,CROSSWIND,99.50,99.65,31.88,1.92,9.4,-19.9,-51.6,-11.3,1087,0.78,0.041,-0.039,0.00,214,,739,0,-1732,11,4.48,30.1,1.00,0.187
342.70,CROSSWIND,99.69,99.84,31.90,1.82,9.4,-19.8,-51.6,-12.1,1090,0.78,0.044,-0.024,0.00,211,,738,0,-1735,12,4.48,30.1,1.00,0.187
342.80,CROSSWIND,99.86,100.02,31.93,1.72,9.4,-19.6,-51.6,-13.0,1092,0.78,0.048,-0.007,0.00,208,,737,0,-1737,13,4.48,30.1,1.00,0.187
342.90,CROSSWIND,100.03,100.19,31.96,1.63,9.4,-19.5,-51.5,-13.9,1095,0.78,0.051,0.011,0.00,205,,737,0,-1740,14,4.48,30.1,1.00,0.187
343.00,CROSSWIND,100.19,100.35,31.99,1.55,9.3,-19.4,-51.5,-14.8,1098,0.78,0.053,0.028,0.00,203,,736,0,-1743,15,4.48,30.1,1.00,0.187
343.10,CROSSWIND,100.35,100.50,32.02,1.49,9.3,-19.4,-51.4,-15.8,1101,0.78,0.058,0.044,0.00,200,,735,0,-1746,16,4.48,30.1,1.00,0.187
343.20,CROSSWIND,100.49,100.65,32.04,1.44,9.2,-19.4,-51.4,-16.8,1104,0.78,0.063,0.058,0.00,197,,734,0,-1749,17,4.48,30.1,1.00,0.187
343.30,CROSSWIND,100.64,100.79,32.07,1.41,9.1,-19.4,-51.4,-17.8,1107,0.77,0.070,0.068,0.00,194,,733,0,-1752,18,4.48,30.1,1.00,0.187
343.40,CROSSWIND,100.78,100.92,32.10,1.40,8.9,-19.5,-51.3,-18.8,1110,0.77,0.076,0.075,0.00,191,,732,0,-1755,19,4.48,30.1,1.00,0.187
343.50,CROSSWIND,100.92,101.06,32.13,1.40,8.8,-19.7,-51.3,-19.9,1112,0.77,0.080,0.078,0.00,188,,731,0,-1757,20,4.48,30.1,1.00,0.187
343.60,CROSSWIND,101.06,101.20,32.15,1.41,8.6,-19.9,-51.3,-21.0,1115,0.76,0.081,0.077,0.00,185,,729,0,-1760,21,4.48,30.1,1.00,0.187
343.70,CROSSWIND,101.20,101.34,32.17,1.45,8.5,-20.1,-51.3,-22.2,1118,0.76,0.082,0.073,0.00,183,,728,0,-1763,22,4.48,30.1,1.00,0.187
343.80,CROSSWIND,101.34,101.48,32.19,1.50,8.4,-20.3,-51.3,-23.3,1121,0.76,0.084,0.065,0.00,180,,727,0,-1766,23,4.48,30.1,1.00,0.187
343.90,CROSSWIND,101.50,101.63,32.20,1.55,8.3,-20.5,-51.3,-24.5,1124,0.75,0.085,0.055,0.00,177,,726,0,-1769,25,4.48,30.1,1.00,0.187
344.00,CROSSWIND,101.65,101.78,32.21,1.60,8.2,-20.7,-51.4,-25.8,1127,0.75,0.082,0.043,0.00,174,,725,0,-1772,26,4.48,30.1,1.00,0.187
344.10,CROSSWIND,101.81,101.94,32.22,1.66,8.2,-20.9,-51.4,-27.1,1129,0.75,0.075,0.031,0.00,171,,723,0,-1774,27,4.48,30.1,1.00,0.187
344.20,CROSSWIND,101.98,102.11,32.23,1.73,8.2,-21.0,-51.4,-28.4,1132,0.74,0.071,0.017,0.00,169,,722,0,-1777,28,4.48,30.1,1.00,0.187
344.30,CROSSWIND,102.16,102.28,32.23,1.78,8.2,-21.1,-51.5,-29.8,1135,0.74,0.071,0.004,0.00,166,,721,0,-1780,30,4.48,30.1,1.00,0.187
344.40,CROSSWIND,102.34,102.45,32.23,1.82,8.2,-21.2,-51.5,-31.2,1138,0.74,0.070,-0.007,0.00,163,,719,0,-1783,31,4.48,30.1,1.00,0.187
344.50,CROSSWIND,102.52,102.63,32.23,1.85,8.3,-21.2,-51.5,-32.6,1140,0.74,0.065,-0.016,0.00,160,,718,0,-1785,33,4.48,30.1,1.00,0.187
344.60,CROSSWIND,102.70,102.81,32.23,1.86,8.4,-21.2,-51.5,-34.1,1143,0.74,0.058,-0.022,0.00,158,,716,0,-1788,34,4.48,30.1,1.00,0.187
344.70,CROSSWIND,102.89,103.00,32.24,1.87,8.5,-21.1,-51.6,-35.6,1146,0.74,0.054,-0.025,0.00,155,,715,0,-1791,36,4.48,30.1,1.00,0.187
344.80,CROSSWIND,103.08,103.18,32.24,1.86,8.5,-21.0,-51.6,-37.2,1149,0.74,0.055,-0.026,0.00,152,,713,0,-1794,37,4.48,30.1,1.00,0.187
344.90,CROSSWIND,103.26,103.37,32.25,1.83,8.6,-20.8,-51.6,-38.8,1151,0.74,0.057,-0.024,0.00,149,,712,0,-1796,39,4.48,30.1,1.00,0.187
345.00,CROSSWIND,103.45,103.55,32.26,1.79,8.7,-20.7,-51.6,-40.4,1154,0.74,0.057,-0.018,0.00,147,,710,0,-1799,40,4.48,30.1,1.00,0.187
345.10,CROSSWIND,103.62,103.72,32.27,1.74,8.7,-20.5,-51.6,-42.1,1157,0.74,0.056,-0.010,0.00,144,,708,0,-1802,42,4.48,30.1,1.00,0.187
345.20,CROSSWIND,103.79,103.89,32.28,1.68,8.8,-20.4,-51.6,-43.7,1159,0.74,0.055,0.000,0.00,142,,707,0,-1804,44,4.48,30.1,1.00,0.187
345.30,CROSSWIND,103.96,104.06,32.30,1.63,8.8,-20.2,-51.5,-45.5,1162,0.74,0.056,0.012,0.00,139,,705,0,-1807,45,4.48,30.1,1.00,0.187
345.40,CROSSWIND,104.12,104.22,32.31,1.58,8.8,-20.1,-51.5,-47.2,1164,0.74,0.061,0.023,0.00,136,,703,0,-1809,47,4.48,30.1,1.00,0.187
345.50,CROSSWIND,104.28,104.37,32.33,1.53,8.8,-20.0,-51.5,-49.0,1167,0.74,0.065,0.034,0.00,134,,701,0,-1812,49,4.48,30.1,1.00,0.187
345.60,CROSSWIND,104.43,104.52,32.34,1.49,8.8,-20.0,-51.5,-50.8,1170,0.74,0.068,0.045,0.00,131,,700,0,-1815,51,4.48,30.1,1.00,0.187
345.70,CROSSWIND,104.58,104.67,32.36,1.46,8.7,-20.0,-51.4,-52.6,1172,0.74,0.071,0.055,0.00,129,,698,0,-1817,53,4.48,30.1,1.00,0.187
345.80,CROSSWIND,104.73,104.82,32.38,1.45,8.7,-20.0,-51.4,-54.5,1175,0.73,0.074,0.062,0.00,126,,696,0,-1820,54,4.48,30.1,1.00,0.187
